id,transaction_date,description,amount,reference_number
txn-05736,2024-12-16,CHECK DEPOSIT,432.75,
txn-07589,2024-12-20,ONLINE R ANDERSON,725.00,REF0589
txn-09268,2024-12-25,DEP AMANDA LYNN WILSON,3200.00,REF0268
txn-05324,2024-12-11,"THOMPSON, DANIEL WIRE",2890.00,REF0324
txn-06247,2024-12-20,ROBINSON THOMAS WIRE,4125.00,REF0247
txn-08048,2024-12-15,PAYMENT SARAH MARIE JOHNSON,1200.00,REF0048
txn-05892,2024-12-13,CHECK PAYMENT,789.25,
txn-04379,2024-12-14,ROBINSON THOMAS DEP,4125.00,REF0379
txn-02527,2024-12-22,J HARRIS ACH PMT,432.75,REF0527
txn-03873,2024-12-20,COUNTER DEPOSIT,345.00,
txn-01395,2024-12-14,MARTINEZ DAVID ACH PMT,189.99,REF0395
txn-00488,2024-12-21,E WHITE CHECK,5600.00,REF0488
txn-02617,2024-12-14,MITCHELL M DEPOSIT,234.25,REF0617
txn-03000,2024-12-11,INVESTMENT INCOME,1278.42,EXT1000
txn-08398,2024-12-15,PATRICIA SUE MARTIN ONLINE,1100.00,REF0398
txn-05928,2024-12-17,SETTLEMENT PAYMENT,7321.88,EXT0928
txn-07272,2024-12-10,CHECK JAMES PATRICK HARRIS,432.75,REF0272
txn-08252,2024-12-13,ACH PMT THOMAS WAYNE ROBINSON,4125.00,REF0252
txn-04135,2024-12-13,EMILY ROSE DAVIS CHECK DEP,2340.00,REF0135
txn-04970,2024-12-17,REFUND FROM VENDOR,492.10,EXT0970
txn-02565,2024-12-14,DOR SCOTT ONLINE,789.25,REF0565
txn-08813,2024-12-13,ACH TRANSFER,892.50,
txn-05291,2024-12-25,NELSON ASHLEY DEP,567.00,REF0291
txn-08128,2024-12-10,WALKER NANCY ONLINE,287.00,REF0128
txn-08619,2024-12-20,NAN WALKER DEP,287.00,REF0619
txn-00508,2024-12-15,DEPOSIT S ADAMS,456.75,REF0508
txn-09365,2024-12-19,JACKSON WILLIAM ONLINE,299.00,REF0365
txn-09443,2024-12-24,M THOMAS ONLINE,1875.50,REF0443
txn-00629,2024-12-14,RON GREEN WIRE,1234.00,REF0629
txn-03126,2024-12-13,DEPOSIT BARBARA JEAN LEE,345.50,REF0126
txn-06108,2024-12-16,DAVID ALLEN MARTINEZ DEPOSIT,189.99,REF0108
txn-00522,2024-12-10,TAYLOR R CHECK DEP,8900.00,REF0522
txn-00397,2024-12-24,EDWARD JAMES PEREZ PAYMENT,1678.00,REF0397
txn-09754,2024-12-13,WIRE TRANSFER,345.00,REF0754
txn-06607,2024-12-24,BARBARA LEE,345.50,REF0607
txn-08882,2024-12-16,ONLINE DEPOSIT,1678.00,
txn-00734,2024-12-19,CHECK RECEIVED,2567.75,
txn-08907,2024-12-10,EXTERNAL TRANSFER IN,9191.02,EXT0907
txn-03219,2024-12-17,CARTER GEORGE ACH PMT,9870.50,REF0219
txn-04843,2024-12-20,CHECK DEPOSIT,234.25,
txn-06262,2024-12-13,"BAKER, KENNETH ONLINE PMT",3456.00,REF0262
txn-03554,2024-12-10,B LEE DEPOSIT,345.50,REF0554
txn-04670,2024-12-20,SARAH J,1200.00,REF0670
txn-03848,2024-12-12,DEPOSIT,3200.00,
txn-06724,2024-12-14,CUSTOMER PAYMENT,1200.00,REF0724
txn-09873,2024-12-20,COUNTER DEPOSIT,345.00,
txn-01371,2024-12-13,ONLINE PMT STEVEN PAUL YOUNG,6750.00,REF0371
txn-03278,2024-12-15,WIRE CHARLES EDWARD HALL,1890.75,REF0278
txn-03283,2024-12-15,"KING, BETTY PAYMENT",198.50,REF0283
txn-06212,2024-12-24,LEWIS SUSAN DEP,923.25,REF0212
txn-04408,2024-12-24,GEORGE C,9870.50,REF0408
txn-01964,2024-12-20,VENDOR REBATE,862.45,EXT0964
txn-04462,2024-12-21,BRI TURNER ACH PMT,4560.00,REF0462
txn-00857,2024-12-21,CHECK RECEIVED,5600.00,REF0857
txn-02290,2024-12-15,DAVIS EMILY DEPOSIT,2340.00,REF0290
txn-02591,2024-12-10,SAR JOHNSON ACH,1200.00,REF0591
txn-01204,2024-12-10,ACH KEVIN MICHAEL PHILLIPS,345.00,REF0204
txn-09120,2024-12-24,JONES SARAH DEP,1200.00,REF0120
txn-07617,2024-12-14,MITCHELL M DEPOSIT,234.25,REF0617
txn-07778,2024-12-12,WIRE RECEIVED,534.00,REF0778
txn-07431,2024-12-11,WILLIAMS MICH,875.50,REF0431
txn-08899,2024-12-19,CHECK DEPOSIT,1200.00,REF0899
txn-08374,2024-12-22,"WRIGHT, DONALD DEP",2345.00,REF0374
txn-03409,2024-12-17,BAR LEE PAYMENT,345.50,REF0409
txn-04921,2024-12-12,LOYALTY BONUS,10.19,EXT0921
txn-01847,2024-12-16,WIRE RECEIVED,456.75,
txn-05273,2024-12-25,"KING, BETTY CHECK DEP",198.50,REF0273
txn-00929,2024-12-18,SETTLEMENT PAYMENT,6495.42,EXT0929
txn-07400,2024-12-15,ACH PMT RICHARD DEAN TAYLOR,8900.00,REF0400
txn-05451,2024-12-15,JOHNSON SARA,1200.00,REF0451
txn-08607,2024-12-24,BARBARA LEE,345.50,REF0607
txn-08520,2024-12-18,J CLARK ONLINE,1567.00,REF0520
txn-03462,2024-12-21,BRI TURNER ACH PMT,4560.00,REF0462
txn-05193,2024-12-18,ACH CHRISTOPHER JAMES BROWN,567.25,REF0193
txn-05316,2024-12-11,WIRE RICHARD DEAN TAYLOR,8900.00,REF0316
txn-05154,2024-12-17,ROBERT LEE ANDERSON CHECK DEP,725.00,REF0154
txn-02959,2024-12-22,INSURANCE REFUND,3726.62,EXT0959
txn-03390,2024-12-12,"ROBERTS, RUTH ONLINE",892.50,REF0390
txn-02597,2024-12-19,JENNIFER G,4500.00,REF0597
txn-09582,2024-12-23,ANDERSON ROBE,725.00,REF0582
txn-06381,2024-12-11,JAMES PATRICK HARRIS ONLINE PMT,432.75,REF0381
txn-03589,2024-12-20,ONLINE R ANDERSON,725.00,REF0589
txn-07167,2024-12-11,CARTER GEORGE WIRE,9870.50,REF0167
txn-07262,2024-12-13,"BAKER, KENNETH ONLINE PMT",3456.00,REF0262
txn-05254,2024-12-19,DONALD RAY WRIGHT CHECK,2345.00,REF0254
txn-05848,2024-12-12,DEPOSIT,3200.00,
txn-06314,2024-12-16,"THOMAS, MICHELLE DEPOSIT",1875.50,REF0314
txn-04302,2024-12-13,JACKSON WILLIAM ACH,299.00,REF0302
txn-02866,2024-12-23,CHECK DEPOSIT,675.00,REF0866
txn-05997,2024-12-25,INSURANCE REFUND,3688.02,EXT0997
txn-01157,2024-12-13,CARTER GEORGE ONLINE,9870.50,REF0157
txn-04610,2024-12-24,DON WRIGHT ONLINE PMT,2345.00,REF0610
txn-05644,2024-12-23,SCOTT DORO,789.25,REF0644
txn-08325,2024-12-11,JACKSON WILLIAM PAYMENT,299.00,REF0325
txn-06211,2024-12-19,"GARCIA, JENNIFER CHECK DEP",4500.00,REF0211
txn-04535,2024-12-16,DAVID M,189.99,REF0535
txn-09152,2024-12-23,CHECK DEP THOMAS WAYNE ROBINSON,4125.00,REF0152
txn-08491,2024-12-22,RUT ROBERTS PAYMENT,892.50,REF0491
txn-06909,2024-12-25,GRANT DEPOSIT,6256.22,EXT0909
txn-02110,2024-12-13,"ROBERTS, RUTH DEPOSIT",892.50,REF0110
txn-05803,2024-12-14,WIRE TRANSFER,875.50,REF0803
txn-02331,2024-12-20,GEORGE WILLIAM CARTER ONLINE,9870.50,REF0331
txn-07094,2024-12-12,WILSON AMANDA DEP,3200.00,REF0094
txn-07276,2024-12-13,WILLIAM SCOTT JACKSON ONLINE PMT,299.00,REF0276
txn-03642,2024-12-19,JOHN SMITH,450.00,REF0642
txn-03704,2024-12-25,DEPOSIT,875.50,REF0704
txn-00371,2024-12-13,ONLINE PMT STEVEN PAUL YOUNG,6750.00,REF0371
txn-08997,2024-12-25,INSURANCE REFUND,3688.02,EXT0997
txn-03715,2024-12-12,PAYMENT RECEIVED,432.75,
txn-09598,2024-12-11,M CAMPBELL ONLINE PMT,2567.75,REF0598
txn-07985,2024-12-25,INSURANCE REFUND,3263.32,EXT0985
txn-05860,2024-12-10,WIRE RECEIVED,567.00,REF0860
txn-00753,2024-12-24,CASH DEPOSIT,675.00,REF0753
txn-07597,2024-12-19,JENNIFER G,4500.00,REF0597
txn-08227,2024-12-21,"ANDERSON, ROBERT ONLINE",725.00,REF0227
txn-08624,2024-12-21,S ADAMS PAYMENT,456.75,REF0624
txn-08766,2024-12-11,UNKNOWN DEPOSIT,875.50,
txn-01646,2024-12-18,DEPOSIT R GREEN,1234.00,REF0646
txn-08998,2024-12-15,EXTERNAL TRANSFER IN,1587.86,EXT0998
txn-05804,2024-12-22,PAYMENT RECEIVED,1200.00,REF0804
txn-04726,2024-12-15,DEPOSIT,1234.00,REF0726
txn-06715,2024-12-12,PAYMENT RECEIVED,432.75,
txn-08709,2024-12-22,PAYMENT,1875.50,REF0709
txn-03917,2024-12-19,LOAN DISBURSEMENT,15925.74,EXT0917
txn-00270,2024-12-19,RONALD GENE GREEN PAYMENT,1234.00,REF0270
txn-01772,2024-12-10,ACH DEPOSIT,1200.00,REF0772
txn-00298,2024-12-12,CARTER GEORGE ONLINE PMT,9870.50,REF0298
txn-05345,2024-12-17,"THOMAS, MICHELLE ONLINE",1875.50,REF0345
txn-06449,2024-12-19,DAVID MARTINEZ,189.99,REF0449
txn-01766,2024-12-11,UNKNOWN DEPOSIT,875.50,
txn-00883,2024-12-24,CHECK RECEIVED,1200.00,REF0883
txn-08064,2024-12-10,MICHELLE KATE THOMAS PAYMENT,1875.50,REF0064
txn-07809,2024-12-18,DEPOSIT,345.50,REF0809
txn-03569,2024-12-16,MARIA C,2567.75,REF0569
txn-03792,2024-12-25,CHECK RECEIVED,3456.00,
txn-08350,2024-12-14,"WILLIAMS, MICHAEL DEP",875.50,REF0350
txn-09794,2024-12-23,PAYMENT,1100.00,REF0794
txn-02606,2024-12-12,DON WRIGHT PAYMENT,2345.00,REF0606
txn-08909,2024-12-25,GRANT DEPOSIT,6256.22,EXT0909
txn-03290,2024-12-15,DAVIS EMILY DEPOSIT,2340.00,REF0290
txn-03455,2024-12-25,WIRE C HALL,1890.75,REF0455
txn-09645,2024-12-12,CHECK DEP D MARTINEZ,189.99,REF0645
txn-01036,2024-12-12,DEP MICHAEL ROBERT WILLIAMS,875.50,REF0036
txn-06155,2024-12-19,"WHITE, ELIZABETH CHECK DEP",5600.00,REF0155
txn-08417,2024-12-20,CAMPBELL M DEPOSIT,2567.75,REF0417
txn-00487,2024-12-20,RON GREEN WIRE,1234.00,REF0487
txn-06484,2024-12-24,D MARTINEZ CHECK,189.99,REF0484
txn-02051,2024-12-10,WIRE WILLIAM SCOTT JACKSON,299.00,REF0051
txn-05529,2024-12-11,HALL C ONLINE PMT,1890.75,REF0529
txn-03744,2024-12-15,CHECK RECEIVED,3200.00,
txn-09665,2024-12-14,ALLEN KARE,534.00,REF0665
txn-02101,2024-12-19,CHECK KEVIN MICHAEL PHILLIPS,345.00,REF0101
txn-01087,2024-12-24,PAYMENT BARBARA JEAN LEE,345.50,REF0087
txn-08016,2024-12-18,ONLINE RUTH ELLEN ROBERTS,892.50,REF0016
txn-05712,2024-12-10,ONLINE DEPOSIT,299.00,
txn-09391,2024-12-13,GREEN RONALD ACH,1234.00,REF0391
txn-00912,2024-12-10,DIVIDEND PAYMENT,943.68,EXT0912
txn-00861,2024-12-24,MISC PAYMENT,675.00,REF0861
txn-07814,2024-12-13,CUSTOMER PAYMENT,789.25,REF0814
txn-00020,2024-12-10,DEP STEVEN PAUL YOUNG,6750.00,REF0020
txn-00991,2024-12-16,PROMOTIONAL CREDIT,163.03,EXT0991
txn-06429,2024-12-13,THOMAS MICH,1875.50,REF0429
txn-03432,2024-12-22,JOHN SMITH,450.00,REF0432
txn-02949,2024-12-11,INSURANCE REFUND,2930.61,EXT0949
txn-05152,2024-12-23,CHECK DEP THOMAS WAYNE ROBINSON,4125.00,REF0152
txn-07205,2024-12-23,"NELSON, ASHLEY ONLINE PMT",567.00,REF0205
txn-02977,2024-12-22,PROMOTIONAL CREDIT,95.39,EXT0977
txn-00141,2024-12-25,"WHITE, ELIZABETH WIRE",5600.00,REF0141
txn-01207,2024-12-11,CHECK DEP GEORGE WILLIAM CARTER,9870.50,REF0207
txn-00739,2024-12-16,ONLINE DEPOSIT,4560.00,REF0739
txn-09454,2024-12-20,WILSON AMAN,3200.00,REF0454
txn-08305,2024-12-17,DANIEL RAY THOMPSON CHECK,2890.00,REF0305
txn-06020,2024-12-10,DEP STEVEN PAUL YOUNG,6750.00,REF0020
txn-02537,2024-12-16,CHECK DEP A NELSON,567.00,REF0537
txn-07514,2024-12-15,ASHLEY NELSON,567.00,REF0514
txn-01908,2024-12-20,DIVIDEND PAYMENT,628.95,EXT0908
txn-05290,2024-12-15,DAVIS EMILY DEPOSIT,2340.00,REF0290
txn-02399,2024-12-20,MICHAEL ROBERT WILLIAMS ACH,875.50,REF0399
txn-09267,2024-12-21,"CARTER, GEORGE ACH PMT",9870.50,REF0267
txn-06549,2024-12-22,ONLINE PMT A NELSON,567.00,REF0549
txn-08191,2024-12-20,CHECK DEP JOHN DAVID SMITH,450.00,REF0191
txn-06829,2024-12-19,ACH DEPOSIT,875.50,REF0829
txn-04027,2024-12-14,KEVIN MICHAEL PHILLIPS CHECK,345.00,REF0027
txn-00828,2024-12-18,WIRE RECEIVED,1200.00,REF0828
txn-01478,2024-12-23,ACH R GREEN,1234.00,REF0478
txn-04151,2024-12-24,ACH DOROTHY MAE SCOTT,789.25,REF0151
txn-05298,2024-12-12,CARTER GEORGE ONLINE PMT,9870.50,REF0298
txn-09417,2024-12-20,CAMPBELL M DEPOSIT,2567.75,REF0417
txn-00167,2024-12-11,CARTER GEORGE WIRE,9870.50,REF0167
txn-00008,2024-12-17,MARTIN PATRICIA ONLINE,1100.00,REF0008
txn-05637,2024-12-24,A NELSON DEPOSIT,567.00,REF0637
txn-08738,2024-12-23,ACH TRANSFER,4560.00,REF0738
txn-00351,2024-12-25,WRIGHT DONALD PAYMENT,2345.00,REF0351
txn-01072,2024-12-25,CHECK DEP THOMAS WAYNE ROBINSON,4125.00,REF0072
txn-02249,2024-12-16,ONLINE KENNETH RAY BAKER,3456.00,REF0249
txn-03471,2024-12-17,PATRICIA MARTIN,1100.00,REF0471
txn-05489,2024-12-23,CARTER GEOR,9870.50,REF0489
txn-01442,2024-12-17,KENNETH B,3456.00,REF0442
txn-07961,2024-12-11,GRANT DEPOSIT,7315.77,EXT0961
txn-04696,2024-12-24,ACH PMT K PHILLIPS,345.00,REF0696
txn-00814,2024-12-13,CUSTOMER PAYMENT,789.25,REF0814
txn-01711,2024-12-21,WIRE TRANSFER,1890.75,REF0711
txn-09899,2024-12-19,CHECK DEPOSIT,1200.00,REF0899
txn-03836,2024-12-24,ACH DEPOSIT,4125.00,
txn-07789,2024-12-19,CHECK DEPOSIT,892.50,REF0789
txn-02566,2024-12-21,SARAH J,1200.00,REF0566
txn-01898,2024-12-14,UNKNOWN DEPOSIT,287.00,
txn-08262,2024-12-13,"BAKER, KENNETH ONLINE PMT",3456.00,REF0262
txn-07963,2024-12-13,EXTERNAL TRANSFER IN,7462.53,EXT0963
txn-01515,2024-12-11,RUTH ROBERTS,892.50,REF0515
txn-06060,2024-12-23,LEE BARBARA ONLINE,345.50,REF0060
txn-09489,2024-12-23,CARTER GEOR,9870.50,REF0489
txn-04892,2024-12-13,CHECK PAYMENT,789.25,
txn-00324,2024-12-11,"THOMPSON, DANIEL WIRE",2890.00,REF0324
txn-08399,2024-12-20,MICHAEL ROBERT WILLIAMS ACH,875.50,REF0399
txn-06885,2024-12-23,PAYMENT RECEIVED,2345.00,
txn-07986,2024-12-11,TAX REFUND DEPOSIT,584.28,EXT0986
txn-09930,2024-12-11,LOYALTY BONUS,44.37,EXT0930
txn-05168,2024-12-17,ADAMS SANDRA DEP,456.75,REF0168
txn-07140,2024-12-12,LEWIS SUSAN CHECK DEP,923.25,REF0140
txn-00406,2024-12-12,MARGARET MITCHELL,234.25,REF0406
txn-03207,2024-12-11,CHECK DEP GEORGE WILLIAM CARTER,9870.50,REF0207
txn-07008,2024-12-17,MARTIN PATRICIA ONLINE,1100.00,REF0008
txn-08278,2024-12-15,WIRE CHARLES EDWARD HALL,1890.75,REF0278
txn-08122,2024-12-17,THOMPSON DANIEL CHECK,2890.00,REF0122
txn-09134,2024-12-20,MARTIN PATRICIA ACH,1100.00,REF0134
txn-02526,2024-12-20,BARBARA LEE,345.50,REF0526
txn-08654,2024-12-22,S JONES ONLINE,1200.00,REF0654
txn-08919,2024-12-10,EXTERNAL TRANSFER IN,5592.31,EXT0919
txn-06553,2024-12-17,ASH NELSON DEPOSIT,567.00,REF0553
txn-05986,2024-12-11,TAX REFUND DEPOSIT,584.28,EXT0986
txn-07877,2024-12-16,CUSTOMER PAYMENT,1875.50,REF0877
txn-02198,2024-12-12,ONLINE PMT STEVEN PAUL YOUNG,6750.00,REF0198
txn-07939,2024-12-22,INTEREST PAYMENT,179.25,EXT0939
txn-09352,2024-12-12,AMANDA LYNN WILSON ONLINE PMT,3200.00,REF0352
txn-05969,2024-12-24,LOAN DISBURSEMENT,10502.36,EXT0969
txn-05690,2024-12-13,CARTER G ONLINE PMT,9870.50,REF0690
txn-07406,2024-12-12,MARGARET MITCHELL,234.25,REF0406
txn-01193,2024-12-18,ACH CHRISTOPHER JAMES BROWN,567.25,REF0193
txn-07308,2024-12-24,"SMITH, JOHN ACH PMT",450.00,REF0308
txn-09832,2024-12-19,ACH TRANSFER,1234.00,
txn-02039,2024-12-20,WALKER NANCY PAYMENT,287.00,REF0039
txn-07964,2024-12-20,VENDOR REBATE,862.45,EXT0964
txn-01419,2024-12-12,AMANDA W,3200.00,REF0419
txn-09647,2024-12-19,ROBINSON T CHECK DEP,4125.00,REF0647
txn-03673,2024-12-16,DON WRIGHT ACH,2345.00,REF0673
txn-07451,2024-12-15,JOHNSON SARA,1200.00,REF0451
txn-00095,2024-12-23,GEORGE WILLIAM CARTER DEP,9870.50,REF0095
txn-05499,2024-12-23,ADAMS SAND,456.75,REF0499
txn-00505,2024-12-10,MAR MITCHELL CHECK,234.25,REF0505
txn-00158,2024-12-18,JOSEPH MARK CLARK ONLINE,1567.00,REF0158
txn-06160,2024-12-14,ONLINE MICHAEL ROBERT WILLIAMS,875.50,REF0160
txn-06308,2024-12-24,"SMITH, JOHN ACH PMT",450.00,REF0308
txn-05802,2024-12-23,PAYMENT,1234.00,REF0802
txn-00264,2024-12-16,ONLINE PMT RONALD GENE GREEN,1234.00,REF0264
txn-07838,2024-12-14,PAYMENT RECEIVED,2340.00,
txn-00531,2024-12-21,BAKER K ONLINE,3456.00,REF0531
txn-06737,2024-12-15,ACH DEPOSIT,534.00,
txn-04977,2024-12-22,PROMOTIONAL CREDIT,95.39,EXT0977
txn-06140,2024-12-12,LEWIS SUSAN CHECK DEP,923.25,REF0140
txn-02929,2024-12-18,SETTLEMENT PAYMENT,6495.42,EXT0929
txn-05192,2024-12-14,"THOMPSON, DANIEL ACH",2890.00,REF0192
txn-07983,2024-12-18,REFUND FROM VENDOR,334.01,EXT0983
txn-08968,2024-12-18,INVESTMENT INCOME,940.63,EXT0968
txn-05327,2024-12-13,CLARK JOSEPH DEPOSIT,1567.00,REF0327
txn-09988,2024-12-10,VENDOR REBATE,1447.97,EXT0988
txn-03923,2024-12-10,EXTERNAL TRANSFER IN,4499.23,EXT0923
txn-07662,2024-12-13,BRIAN T,4560.00,REF0662
txn-01951,2024-12-24,GRANT DEPOSIT,15613.00,EXT0951
txn-04360,2024-12-15,ANDERSON ROBERT ACH PMT,725.00,REF0360
txn-04697,2024-12-14,DAVIS E CHECK DEP,2340.00,REF0697
txn-07299,2024-12-18,"ROBINSON, THOMAS ONLINE PMT",4125.00,REF0299
txn-06616,2024-12-25,BAR LEE DEP,345.50,REF0616
txn-01968,2024-12-18,INVESTMENT INCOME,940.63,EXT0968
txn-01507,2024-12-21,BRIAN T,4560.00,REF0507
txn-06118,2024-12-10,"GREEN, RONALD CHECK",1234.00,REF0118
txn-01774,2024-12-16,COUNTER DEPOSIT,1100.00,REF0774
txn-09517,2024-12-22,BRIAN T,4560.00,REF0517
txn-00196,2024-12-20,JOHN DAVID SMITH PAYMENT,450.00,REF0196
txn-06543,2024-12-10,MICHELLE T,1875.50,REF0543
txn-01936,2024-12-17,VENDOR REBATE,538.11,EXT0936
txn-06713,2024-12-21,CHECK DEPOSIT,675.00,REF0713
txn-07215,2024-12-22,"HALL, CHARLES WIRE",1890.75,REF0215
txn-02619,2024-12-20,NAN WALKER DEP,287.00,REF0619
txn-04502,2024-12-12,DOR SCOTT WIRE,789.25,REF0502
txn-08314,2024-12-16,"THOMAS, MICHELLE DEPOSIT",1875.50,REF0314
txn-01399,2024-12-20,MICHAEL ROBERT WILLIAMS ACH,875.50,REF0399
txn-09734,2024-12-19,CHECK RECEIVED,2567.75,
txn-07579,2024-12-20,GARCIA JENN,4500.00,REF0579
txn-06206,2024-12-21,MARIA TERESA CAMPBELL ONLINE PMT,2567.75,REF0206
txn-04629,2024-12-14,RON GREEN WIRE,1234.00,REF0629
txn-08019,2024-12-19,WRIGHT DONALD CHECK,2345.00,REF0019
txn-04805,2024-12-12,CHECK RECEIVED,725.00,
txn-09042,2024-12-13,DEP JENNIFER ANN GARCIA,4500.00,REF0042
txn-03603,2024-12-25,PAYMENT E WHITE,5600.00,REF0603
txn-02116,2024-12-10,ONLINE PMT THOMAS WAYNE ROBINSON,4125.00,REF0116
txn-02514,2024-12-15,ASHLEY NELSON,567.00,REF0514
txn-00038,2024-12-24,CLARK JOSEPH ONLINE,1567.00,REF0038
txn-09251,2024-12-21,MARTINEZ DAVID ONLINE PMT,189.99,REF0251
txn-01946,2024-12-20,REFUND FROM VENDOR,174.44,EXT0946
txn-08226,2024-12-11,"GARCIA, JENNIFER ONLINE",4500.00,REF0226
txn-04542,2024-12-21,CHA HALL PAYMENT,1890.75,REF0542
txn-08273,2024-12-25,"KING, BETTY CHECK DEP",198.50,REF0273
txn-03943,2024-12-11,BANK ADJUSTMENT,81.06,EXT0943
txn-09887,2024-12-23,CUSTOMER PAYMENT,8900.00,
txn-01667,2024-12-15,D WRIGHT ONLINE,2345.00,REF0667
txn-02342,2024-12-19,"GREEN, RONALD ONLINE PMT",1234.00,REF0342
txn-06564,2024-12-20,DONALD W,2345.00,REF0564
txn-07880,2024-12-21,MISC PAYMENT,189.99,
txn-06225,2024-12-25,"KING, BETTY PAYMENT",198.50,REF0225
txn-02054,2024-12-25,TURNER BRIAN PAYMENT,4560.00,REF0054
txn-06524,2024-12-21,M MITCHELL WIRE,234.25,REF0524
txn-05360,2024-12-15,ANDERSON ROBERT ACH PMT,725.00,REF0360
txn-00497,2024-12-24,E WHITE ACH,5600.00,REF0497
txn-09079,2024-12-21,CHECK DEP PATRICIA SUE MARTIN,1100.00,REF0079
txn-00464,2024-12-21,KAREN A,534.00,REF0464
txn-01949,2024-12-11,INSURANCE REFUND,2930.61,EXT0949
txn-08956,2024-12-25,PROMOTIONAL CREDIT,207.09,EXT0956
txn-06884,2024-12-16,ACH DEPOSIT,875.50,
txn-02673,2024-12-16,DON WRIGHT ACH,2345.00,REF0673
txn-00820,2024-12-22,CHECK PAYMENT,1200.00,REF0820
txn-03667,2024-12-15,D WRIGHT ONLINE,2345.00,REF0667
txn-05090,2024-12-23,DOROTHY MAE SCOTT ACH,789.25,REF0090
txn-07080,2024-12-14,CHRISTOPHER JAMES BROWN ACH,567.25,REF0080
txn-04213,2024-12-15,PATRICIA SUE MARTIN CHECK,1100.00,REF0213
txn-00079,2024-12-21,CHECK DEP PATRICIA SUE MARTIN,1100.00,REF0079
txn-06930,2024-12-11,LOYALTY BONUS,44.37,EXT0930
txn-03903,2024-12-17,INSURANCE REFUND,1974.34,EXT0903
txn-03948,2024-12-16,BANK ADJUSTMENT,186.33,EXT0948
txn-03205,2024-12-23,"NELSON, ASHLEY ONLINE PMT",567.00,REF0205
txn-06591,2024-12-10,SAR JOHNSON ACH,1200.00,REF0591
txn-07971,2024-12-17,VENDOR REBATE,329.08,EXT0971
txn-05376,2024-12-14,"JOHNSON, SARAH CHECK DEP",1200.00,REF0376
txn-03453,2024-12-15,DANIEL T,2890.00,REF0453
txn-08002,2024-12-10,ACH STEVEN PAUL YOUNG,6750.00,REF0002
txn-01582,2024-12-23,ANDERSON ROBE,725.00,REF0582
txn-00339,2024-12-12,"JONES, SARAH WIRE",1200.00,REF0339
txn-06048,2024-12-15,PAYMENT SARAH MARIE JOHNSON,1200.00,REF0048
txn-06665,2024-12-14,ALLEN KARE,534.00,REF0665
txn-06889,2024-12-22,MISC PAYMENT,456.75,REF0889
txn-04185,2024-12-23,DOROTHY MAE SCOTT ONLINE PMT,789.25,REF0185
txn-01200,2024-12-24,CHECK BRIAN LEE TURNER,4560.00,REF0200
txn-06805,2024-12-12,CHECK RECEIVED,725.00,
txn-09130,2024-12-17,DOROTHY MAE SCOTT CHECK DEP,789.25,REF0130
txn-09625,2024-12-11,A WILSON CHECK,3200.00,REF0625
txn-07187,2024-12-20,DEP JENNIFER ANN GARCIA,4500.00,REF0187
txn-06194,2024-12-11,ELIZABETH JANE WHITE CHECK,5600.00,REF0194
txn-01768,2024-12-11,PAYMENT,2567.75,REF0768
txn-09875,2024-12-13,CHECK DEPOSIT,567.00,REF0875
txn-03947,2024-12-22,LOYALTY BONUS,94.00,EXT0947
txn-00054,2024-12-25,TURNER BRIAN PAYMENT,4560.00,REF0054
txn-00727,2024-12-21,ACH TRANSFER,1567.00,REF0727
txn-05051,2024-12-10,WIRE WILLIAM SCOTT JACKSON,299.00,REF0051
txn-08539,2024-12-19,JENNIFER GARCIA,4500.00,REF0539
txn-01187,2024-12-20,DEP JENNIFER ANN GARCIA,4500.00,REF0187
txn-05093,2024-12-11,"JACKSON, WILLIAM ACH",299.00,REF0093
txn-02875,2024-12-13,CHECK DEPOSIT,567.00,REF0875
txn-03251,2024-12-21,MARTINEZ DAVID ONLINE PMT,189.99,REF0251
txn-00219,2024-12-17,CARTER GEORGE ACH PMT,9870.50,REF0219
txn-09479,2024-12-15,MARGARET MITCHELL,234.25,REF0479
txn-01819,2024-12-21,PAYMENT,3456.00,REF0819
txn-05218,2024-12-21,ONLINE PMT MICHELLE KATE THOMAS,1875.50,REF0218
txn-02358,2024-12-20,GEORGE WILLIAM CARTER DEP,9870.50,REF0358
txn-01252,2024-12-13,ACH PMT THOMAS WAYNE ROBINSON,4125.00,REF0252
txn-08608,2024-12-21,ACH D WRIGHT,2345.00,REF0608
txn-04716,2024-12-19,CUSTOMER PAYMENT,432.75,REF0716
txn-06353,2024-12-21,KEVIN MICHAEL PHILLIPS ONLINE,345.00,REF0353
txn-08126,2024-12-13,DEPOSIT BARBARA JEAN LEE,345.50,REF0126
txn-01059,2024-12-21,"NELSON, ASHLEY DEP",567.00,REF0059
txn-01326,2024-12-10,"JACKSON, WILLIAM CHECK DEP",299.00,REF0326
txn-01194,2024-12-11,ELIZABETH JANE WHITE CHECK,5600.00,REF0194
txn-00514,2024-12-15,ASHLEY NELSON,567.00,REF0514
txn-03951,2024-12-24,GRANT DEPOSIT,15613.00,EXT0951
txn-08392,2024-12-11,PAYMENT RICHARD DEAN TAYLOR,8900.00,REF0392
txn-07505,2024-12-10,MAR MITCHELL CHECK,234.25,REF0505
txn-03824,2024-12-24,ONLINE DEPOSIT,189.99,REF0824
txn-06009,2024-12-13,ONLINE PMT BARBARA JEAN LEE,345.50,REF0009
txn-08634,2024-12-25,CHRISTOPHER BROWN,567.25,REF0634
